const,cpi_yoy_L1
0.0,-0.05637649960292038
0.0,0.0030576007650233803
0.0,-0.025879730812157505
0.0,-0.008937233022879808
0.0,-0.014212098486023023
0.0,0.009334704073844478
0.0,0.04108245689945761
0.0,0.029810163850779645
0.0,0.0649022325774422
0.0,0.10348293401591946
0.0,0.09455713633098639
0.0,0.11011447350902018
0.0,0.09886366511695087
0.0,0.09748719331808388
0.0,0.13296532922599
0.0,0.07345255906344392
0.0,0.08736739447980653
0.0,0.07941794535785447
0.0,0.03255292103684042
0.0,0.04979847488400992
0.0,0.011223187082796357
0.0,-0.003760096100741066
0.0,-0.026052749328664505
0.0,-0.030097196634742432
0.0,-0.039623097448493357
0.0,-0.017511301502236166
0.0,-0.034549965409678404
0.0,-0.04111414509417955
0.0,-0.006540945919696241
0.0,-0.006785763351945207
0.0,-0.00238159955420997
0.0,0.03507128443045076
0.0,0.013758170724613591
0.0,0.044798533813445826
0.0,0.05779366848815698
0.0,0.059665664116037076
0.0,0.07464891534473281
0.0,0.05276759002532344
0.0,0.07550039858848322
0.0,0.08307866500399541
0.0,0.10091793124389369
0.0,0.057541756002465264
0.0,0.032858703808742576
0.0,0.0362681592995068
0.0,0.004558369386941195
0.0,0.0003485533484490588
0.0,-0.005876383302966133
0.0,-0.028335965008591302
0.0,-0.021439194412669168
0.0,-0.035938177873613315
0.0,-0.023978693465469405
0.0,-0.012649282546481117
0.0,-0.03723373331537005
0.0,-0.015459165142383427
0.0,-0.008688127927016467
0.0,-0.002589214094914496
0.0,5.596588598564267e-05
0.0,0.02042921734158881
0.0,0.026907021085498854
0.0,0.018526654788292945
0.0,0.028599083493463694
0.0,0.008200417591724544
0.0,0.015114006657386199
0.0,0.04247655587038025
0.0,0.027057401977363043
0.0,0.01119620276906062
0.0,0.013652949578827248
0.0,-0.0008681465947302058
0.0,0.010017473194748163
0.0,-0.014717697803862393
0.0,-0.01251499829988461
0.0,-0.017277311476063914
0.0,-0.03539744929119479
0.0,-0.02914477862417698
0.0,-0.0042419500439427795
0.0,-0.001548561505624093
0.0,0.005741853118524887
0.0,0.015558021437609568
0.0,0.03092896466201637
0.0,0.04245431625866331
0.0,0.04096653713146225
0.0,0.016124106336501427
0.0,0.03661095125658903
0.0,0.0331612044054782
0.0,0.028625802744645625
0.0,0.005325106378877536
0.0,0.004436284053372219
0.0,0.010883238350506872
0.0,0.0008497995400102809
0.0,0.002936350920354016
0.0,0.0053096709080273285
0.0,0.005909120031865314
0.0,-0.004369577087345533
0.0,-0.004304226652602665
0.0,-0.008728276442852803
0.0,0.0029552904557203874
0.0,0.004302368552889675
0.0,-0.019250794713152573
0.0,-0.02191804785456043
0.0,-0.024905595511663704
0.0,-0.020978845066274517
0.0,-0.04293768207484391
0.0,-0.05158331331971567
0.0,-0.03553707720362581
0.0,-0.05345959769212641
0.0,-0.02155622868333012
0.0,-0.01147202703752555
0.0,-0.03029143257648684
0.0,-0.03421497889561578
0.0,-0.0029695971147157252
0.0,-0.009648631608579308
0.0,0.0009823682648129762
0.0,0.0001383388921385631
0.0,0.006220440218457952
0.0,0.001785784318926744
0.0,0.007609032512991689
0.0,-0.0038047933130292222
0.0,0.0045894499210407955
0.0,-0.005288278609514236
0.0,-0.0031481769238598644
0.0,-0.004881446345243603
0.0,-0.014376877656322904
0.0,0.024927885259967298
0.0,0.019028619400341996
0.0,0.015770455815363675
0.0,0.03381227572273929
0.0,0.026352585901040584
0.0,0.020392289074952715
0.0,0.018073089612298646
0.0,0.0014498571981675923
0.0,-0.007485127032268792
0.0,0.006666904196608811
0.0,-0.022612114956136794
0.0,-0.014398016191553325
0.0,-0.03257774648780469
0.0,-0.06662906265235506
0.0,-0.04436754639318678
0.0,-0.04973121186718345
0.0,-0.05439041332283523
0.0,-0.07672706330369693
0.0,-0.040410932093509475
0.0,-0.05710599764133804
0.0,-0.06684822936658748
0.0,-0.06018033207103144
0.0,-0.04339794656436425
0.0,-0.01585311237256974
0.0,-0.010700917553622276
0.0,0.019586918671266176
0.0,0.013840699919965118
0.0,0.015723921223543585
0.0,0.01180989968124777
0.0,0.029929009445477276
0.0,0.04965931432612706
0.0,0.032196176418219695
0.0,0.02453680551669095
0.0,0.03468517151020933
0.0,0.000538017694489099
0.0,-0.0035090125782880933
0.0,-0.01706613220332656
0.0,-0.024451742350356652
0.0,-0.028156742623541505
0.0,-0.023263863911852242
0.0,-0.028467126146424562
0.0,-0.03861195922305342
0.0,-0.027208346968982368
0.0,-0.029666628031409344
0.0,-0.020118047690484673
0.0,-0.052360913350130434
0.0,-0.035125099439756016
0.0,-0.060702864972408864
0.0,-0.04993259877839591
0.0,-0.044446314094238916
0.0,-0.03209554817934986
