const,fx,bankCreditPnfs_yoy_L2
0.0,-0.057519516963335154,-0.01745345244899727
0.0,-0.05626280473814737,-0.017102229674183865
0.0,-0.037468580297229284,-0.01589252744843425
0.0,0.023937697967536403,-0.04506533571320403
0.0,0.04299425993529921,-0.047151537680967436
0.0,-0.010337972303307639,-0.0061371137756888565
0.0,0.04383761801332506,-0.02367537575899181
0.0,0.05286743521875259,0.007493517035583195
0.0,0.0994608801797073,0.001724392074624245
0.0,0.07779308208168725,0.01633992850597891
0.0,0.08185150321614387,0.004370470704858997
0.0,0.11244642810885049,0.019787209145482723
0.0,0.08054026793998659,0.0338106526476792
0.0,0.12083383795113381,0.011317955969863722
0.0,0.12421162446400398,0.015873734456996982
0.0,0.1041855622808261,0.011899356640174
0.0,0.07635913936386068,0.012990119557138644
0.0,0.0604778062827737,0.003321530971561608
0.0,0.06086667825843277,-0.006398359337430977
0.0,0.045077253538452086,-0.011848136284115827
0.0,-0.005850229421994518,-0.004387579990336249
0.0,-0.020114981333259205,-0.009562941412404505
0.0,-0.021795470400555485,-0.016592329011773578
0.0,-0.019698498652546456,-0.014146544093114609
0.0,-0.020670502491161112,-0.015332276921167154
0.0,-0.00839138494741474,-0.019019026131581917
0.0,-0.01485038887829608,-0.016091313867364232
0.0,-0.017699543945025292,-0.007651633800637407
0.0,-0.025551643906816527,-0.012140810505513392
0.0,-0.022434030820766983,-0.009632705258229284
0.0,-0.014181243453994675,-0.006731549291667754
0.0,-0.02031723344278363,0.018002985697119094
0.0,-0.007326992333949596,0.004713521254951913
0.0,0.005893396872580983,0.018325693715087948
0.0,0.03985024189816677,0.006815140356166751
0.0,0.0649523716307554,0.009398153956909771
0.0,0.03320284513730273,0.010226327117031746
0.0,0.06928982048528712,0.0030247384357129643
0.0,0.06276894396713906,0.011334356620528827
0.0,0.06178424394455039,0.011043449976450723
0.0,0.07570177001550722,-0.0004699660945099382
0.0,0.06824431724258855,0.006563396678411374
0.0,0.06618418923298539,0.004614614688012838
0.0,0.05385910312041113,-0.00022654086607983188
0.0,0.02102721747235463,-0.0029579335513534844
0.0,0.004305643484646138,-0.0006491828969773495
0.0,-0.010825914622596605,0.0032202535435991446
0.0,-0.028932015323464913,0.005259964244464666
0.0,-0.0339173149421366,0.004886028863136252
0.0,-0.044779137698306666,0.008171886619308339
0.0,-0.04607195982074065,0.009994370408408958
0.0,-0.04212594752670898,0.007332579781043757
0.0,0.03696847170171953,-0.014238611114051647
0.0,0.03479958841394698,-0.014953269492945091
0.0,0.0048925329713864225,-0.018177414050382777
0.0,-0.007469225803873613,-0.01329633694178814
0.0,-0.007096859251453136,-0.0009433884942112745
0.0,0.005767906943301787,-0.0006443863556330087
0.0,-0.0013009236310378214,0.009942715885374846
0.0,0.007567941979872641,0.004438613607796574
0.0,0.010321598319338864,0.01998226560166357
0.0,0.005262475791050181,0.026857169796617963
0.0,0.014371727820033528,0.013495067767638093
0.0,0.0011096169356739271,0.024850813651993812
0.0,-0.002354184226725316,0.027368083147725687
0.0,0.010113918768013335,0.015775893486323554
0.0,0.0020893408818581493,0.01840855637247771
0.0,-0.0012692820393394452,0.016681115960342094
0.0,-0.011510454337095468,0.008274926591431501
0.0,-0.007261329632836236,0.007086593553838254
0.0,-0.006142505803548167,-0.0029153136087831768
0.0,-0.006289791522887773,-0.008091887889443069
0.0,-0.01797077983173014,-0.00471232291393276
0.0,-0.009481505529841602,-0.004672748882488477
0.0,-0.004721356574326808,0.001008105495328867
0.0,-0.0205298613140787,0.012496130235080916
0.0,-0.00733114927601925,-0.009271271802978653
0.0,-0.004892790070987658,0.00639977899198961
0.0,-0.003870891346858261,-0.0011722447321396107
0.0,-0.00374082300220977,0.00822234525654616
0.0,0.01129863204107724,0.00999175854659344
0.0,0.012567988271974919,0.01342391898236224
0.0,0.003942199139549597,0.017349269781451997
0.0,0.0027227464981751655,0.020590665756160094
0.0,-0.004172739088312151,0.00607908300931387
0.0,-0.007697671503028695,0.008711543757363494
0.0,-0.004216490905062703,0.007894458159398158
0.0,-0.004794804822778613,0.01179933874378119
0.0,4.0443909761908845e-05,0.007314735011240385
0.0,-0.011308934208817609,0.013655264796489519
0.0,0.02660501869661638,-0.0016279281089475912
0.0,-9.476076907916504e-05,0.0052512380234147615
0.0,-0.018579864902206877,0.0027939654898766807
0.0,-0.018805439236044042,0.006365334823713858
0.0,-0.014575361687079662,0.003174010608082753
0.0,-0.02366235508589921,0.0030018823402334248
0.0,-0.01218385511617334,0.0061866473705089586
0.0,-0.01070933425074456,-0.00473311682825357
0.0,-0.011436762430348494,-0.007324161981982907
0.0,-0.029770235345727505,-0.004250985733270372
0.0,-0.03789251911846591,-0.0012320619605314608
0.0,-0.027286795110962145,-0.005145750968036032
0.0,-0.031400743911531026,-0.017989297167466854
0.0,-0.03682161432555425,-0.007445591753443327
0.0,-0.016963752201577382,-0.020718758877421774
0.0,-0.03062511465560781,-0.003697834756723513
0.0,-0.017903845846286705,-0.012151205232709303
0.0,-0.017450654494710345,0.005495915082379548
0.0,-0.007000320814644712,-0.0036413785976862484
0.0,-0.010622576512993287,0.0036678837673292863
0.0,-0.0057670663802331275,0.007434796967901755
0.0,-0.00011732938257841227,0.003057464970247146
0.0,0.021691999036289204,0.0026485182180453165
0.0,0.0037174965396686286,-0.00692703261866658
0.0,0.013743711746735627,0.006484188840933782
0.0,-0.0005010875688232244,0.011328944823159298
0.0,0.0036569962943205424,-0.00037497237331849455
0.0,0.007666402658186994,-0.004139015403851123
0.0,-0.0047477713838059,0.004844971971474565
0.0,-0.008553422561596778,0.014636081482600219
0.0,-0.007668866289007297,0.012798136876677116
0.0,-0.0009817038620825165,0.004064567783084521
0.0,-0.0009911040653310707,0.015486516319667043
0.0,-0.004339117869175351,0.014039851790178623
0.0,0.001879453196073925,0.018659429058260995
0.0,0.001696542402906545,0.017552304851429182
0.0,0.00271329528894234,0.010584225298726775
0.0,0.004022735627108009,0.01662646829389405
0.0,-0.006075801331758406,0.012253730252760936
0.0,-0.013678824740618671,0.011930361994954963
0.0,-0.0064920168313792525,0.0011693490857146536
0.0,-0.007404861449996482,-0.002295444629001547
0.0,-0.011467730826658876,-0.013200525252339298
0.0,-0.015188657597207908,-0.021000696815124367
0.0,-0.020353676662554422,-0.028278089416444992
0.0,-0.022685984650967658,-0.030857988094698637
0.0,-0.033447111884417915,-0.03152763752791752
0.0,-0.043033686879706566,-0.032155242532628636
0.0,-0.04648033891794639,-0.015068677161052053
0.0,-0.05459411028258467,-0.018009787463083606
0.0,-0.035410517863465316,-0.008946731548866967
0.0,-0.08639122532164742,-0.0014040007573517513
0.0,-0.09238365471779629,0.00028483197213202227
0.0,-0.08300310647534191,0.0016646603963456714
0.0,-0.027601949313345447,-0.002796381765652174
0.0,-0.020265344307891106,0.005430313228892757
0.0,-0.008687072230525707,0.010743511151529028
0.0,0.027985034354621734,-0.0027906904336206816
0.0,-0.018540409531679305,0.011917856786015051
0.0,0.007878960018417817,0.007973058902584639
0.0,0.00909391605357199,0.022341707867429648
0.0,0.0049427029651788685,0.029463527622489192
0.0,0.011962132476395089,0.018742623111274268
0.0,0.014207681560041817,0.021457119027627185
0.0,0.02897480811534082,0.014600885805660655
0.0,0.03305201336739846,-0.003865517779731075
0.0,-0.00027963787348432454,0.010142076794487117
0.0,-0.015096672561899772,0.016817513149569186
0.0,-0.009917540609659018,0.00920959953066133
0.0,-0.013914940409281462,-0.014401702336382669
0.0,-0.019681046775535047,-0.01665784763679636
0.0,-0.021819336906038937,-0.005400680839625596
0.0,-0.029460469646268205,-0.0023760930993963567
0.0,-0.026963680941059127,-0.012924956804604747
0.0,-0.02732838075592798,-0.012730108656403527
0.0,-0.03599521901778288,-0.012329933727882297
0.0,-0.03858785416704061,-0.011756451911958142
0.0,-0.035732917990306486,-0.02295508142202725
0.0,-0.025071819230603202,-0.02322296351506429
0.0,-0.031475436115604966,-0.03046274996339361
0.0,-0.03874983981989396,-0.028901669592439023
0.0,-0.040340463042966734,-0.029585816369365834
0.0,-0.03424391578908848,-0.030616438623244754
